"","ISSN","ISSN2","title","peerreview"
"X.3137","7496-036","1096-3677","Superlattices and Microstructures","Single blind"
"X.3138","3960-28","3960-28","Surface Science","Single blind"
"X.3139","1675-729",NA,"Surface Science Reports","Single blind"
"X.3140","2578-972","2578-972","Surface and Coatings Technology","Single blind"
"X.3141","2468-0230",NA,"Surfaces and Interfaces","Single blind"
"X.3142","3960-60",NA,"Surgery","Single blind"
"X.3144","3962-57",NA,"Survey of Ophthalmology","Single blind"
"X.3145","2352-5541",NA,"Sustainable Chemistry and Pharmacy","Single blind"
"X.3146","2210-6707",NA,"Sustainable Cities and Society","Single blind"
"X.3148","2213-1388",NA,"Sustainable Energy Technologies and Assessments","Single blind"
"X.3150","2468-2039","2468-2039","Sustainable Environment Research","Single blind"
"X.3151","2214-9937",NA,"Sustainable Materials and Technologies","Single blind"
"X.3152","2352-5509",NA,"Sustainable Production and Consumption","Single blind"
"X.3153","2210-6502",NA,"Swarm and Evolutionary Computation","Single blind"
"X.3154","2213-7130",NA,"Synergy","Single blind"
"X.3155","3796-779",NA,"Synthetic Metals","Single blind"
"X.3156","2405-805X",NA,"Synthetic and Systems Biotechnology","Single blind"
"X.3157","0346-251X",NA,"System","Single blind"
"X.3158","7232-020",NA,"Systematic and Applied Microbiology","Single blind"
"X.3159","1676-911",NA,"Systems & Control Letters","Single blind"
"X.3161","3991-40",NA,"Talanta","Single blind"
"X.3162","1557-3087",NA,"Teaching and Learning in Nursing","Single blind"
"X.3163","0742-051X",NA,"Teaching and Teacher Education","Single blind"
"X.3164","2405-6324",NA,"Technical Innovations & Patient Support in Radiation Oncology","Single blind"
"X.3165","4016-25",NA,"Technological Forecasting and Social Change","Single blind"
"X.3166","0160-791X",NA,"Technology in Society","Single blind"
"X.3167","1664-972",NA,"Technovation","Single blind"
"X.3168","4019-51",NA,"Tectonophysics","Single blind"
"X.3169","3085-961",NA,"Telecommunications Policy","Single blind"
"X.3170","7365-853",NA,"Telematics and Informatics","Single blind"
"X.3171","4040-20",NA,"Tetrahedron","Single blind"
"X.3172","4040-39","4040-39","Tetrahedron Letters","Single blind"
"X.3176","2962-9",NA,"The American Journal of the Medical Sciences","Single blind"
"X.3177","1974-556",NA,"The Arts in Psychotherapy","Single blind"
"X.3178","2092-5212",NA,"The Asian Journal of Shipping and Logistics","Single blind"
"X.3179","9609-776",NA,"The Breast","Single blind"
"X.3180","8908-389","1095-8347","The British Accounting Review","Single blind"
"X.3181","2468-2330",NA,"The Cell Surface","Single blind"
"X.3182","2214-5141",NA,"The Crop Journal","Single blind"
"X.3183","1110-2608",NA,"The Egyptian Heart Journal","Single blind"
"X.3184","2090-7303",NA,"The Egyptian Journal of Critical Care Medicine","Single blind"
"X.3185","0378-603X",NA,"The Egyptian Journal of Radiology and Nuclear Medicine","Single blind"
"X.3187","1110-1164",NA,"The Egyptian Rheumatologist","Single blind"
"X.3188","1040-6190",NA,"The Electricity Journal","Single blind"
"X.3189","2136-163","2136-163","The European Journal of Psychiatry","Single blind"
"X.3190","2214-790X",NA,"The Extractive Industries and Society","Single blind"
"X.3191","9582-592",NA,"The Foot","Single blind"
"X.3192","2070-63","2213-3933","The International Journal of Accounting","Single blind"
"X.3193","1357-2725",NA,"The International Journal of Biochemistry & Cell Biology","Single blind"
"X.3195","1096-7516",NA,"The Internet and Higher Education","Single blind"
"X.3197","1555-4155",NA,"The Journal for Nurse Practitioners","Single blind"
"X.3198","9913-33",NA,"The Journal of Academic Librarianship","Single blind"
"X.3201","1703-4949",NA,"The Journal of Economic Asymmetries","Single blind"
"X.3203","2405-9188",NA,"The Journal of Finance and Data Science","Single blind"
"X.3204","1067-2516",NA,"The Journal of Foot & Ankle Surgery","Single blind"
"X.3205","3635-023",NA,"The Journal of Hand Surgery","Single blind"
"X.3206","1047-8310",NA,"The Journal of High Technology Management Research","Single blind"
"X.3208","9552-863",NA,"The Journal of Nutritional Biochemistry","Single blind"
"X.3211","0885-985X",NA,"The Journal of Social Studies Research","Single blind"
"X.3212","9600-760",NA,"The Journal of Steroid Biochemistry and Molecular Biology","Single blind"
"X.3213","9638-687",NA,"The Journal of Strategic Information Systems","Single blind"
"X.3214","8968-446",NA,"The Journal of Supercritical Fluids","Single blind"
"X.3216","2817-7",NA,"The Journal of the American Dental Association","Single blind"
"X.3217","2212-828X",NA,"The Journal of the Economics of Ageing","Single blind"
"X.3218","1607-551X","2410-8650","The Kaohsiung Journal of Medical Sciences","Single blind"
"X.3219","9680-160",NA,"The Knee","Single blind"
"X.3220","1048-9843",NA,"The Leadership Quarterly","Single blind"
"X.3221","1062-9408",NA,"The North American Journal of Economics and Finance","Single blind"
"X.3222","1542-0124",NA,"The Ocular Surface","Single blind"
"X.3223","1080-7446","1525-318X","The Professional Animal Scientist","Single blind"
"X.3224","1062-9769",NA,"The Quarterly Review of Economics and Finance","Single blind"
"X.3225","3623-319",NA,"The Social Science Journal","Single blind"
"X.3226","1529-9430",NA,"The Spine Journal","Single blind"
"X.3227","1479-666X",NA,"The Surgeon","Single blind"
"X.3228","1090-0233",NA,"The Veterinary Journal","Single blind"
"X.3229","3043-975",NA,"Theoretical Computer Science","Single blind"
"X.3230","4058-09","1096-0325","Theoretical Population Biology","Single blind"
"X.3231","1678-442",NA,"Theoretical and Applied Fracture Mechanics","Single blind"
"X.3232","2095-0349","2095-0349","Theoretical and Applied Mechanics Letters","Single blind"
"X.3233","0093-691X",NA,"Theriogenology","Single blind"
"X.3234","2451-9049",NA,"Thermal Science and Engineering Progress","Single blind"
"X.3235","4060-31",NA,"Thermochimica Acta","Single blind"
"X.3236","4060-90","4060-90","Thin Solid Films","Single blind"
"X.3237","2638-231",NA,"Thin-Walled Structures","Single blind"
"X.3238","1871-1871",NA,"Thinking Skills and Creativity","Single blind"
"X.3239","4938-48",NA,"Thrombosis Research","Single blind"
"X.3240","1877-959X",NA,"Ticks and Tick-borne Diseases","Single blind"
"X.3241","4081-66",NA,"Tissue and Cell","Single blind"
"X.3242","1668-641",NA,"Topology and its Applications","Single blind"
"X.3243","2615-177",NA,"Tourism Management","Single blind"
"X.3244","2211-9736",NA,"Tourism Management Perspectives","Single blind"
"X.3245","0300-483X",NA,"Toxicology","Single blind"
"X.3246","3784-274",NA,"Toxicology Letters","Single blind"
"X.3248","0041-008X","1096-0333","Toxicology and Applied Pharmacology","Single blind"
"X.3249","8872-333",NA,"Toxicology in Vitro","Single blind"
"X.3250","4101-01","4101-01","Toxicon","Single blind"
"X.3252","8877-963",NA,"Transfusion Medicine Reviews","Single blind"
"X.3253","1473-0502",NA,"Transfusion and Apheresis Science","Single blind"
"X.3254","2468-5011",NA,"Translational Medicine of Aging","Single blind"
"X.3255","2588-9303",NA,"Translational Metabolic Syndrome Research","Single blind"
"X.3256","1936-5233",NA,"Translational Oncology","Single blind"
"X.3257","2214-854X",NA,"Translational Research in Anatomy","Single blind"
"X.3260","4113-45","4113-45","Transplantation Proceedings","Single blind"
"X.3261","2451-9596",NA,"Transplantation Reports","Single blind"
"X.3262","0955-470X",NA,"Transplantation Reviews","Single blind"
"X.3263","0967-070X",NA,"Transport Policy","Single blind"
"X.3264","2214-3912",NA,"Transportation Geotechnics","Single blind"
"X.3271","2352-1465",NA,"Transportation Research Procedia","Single blind"
"X.3273","2214-367X",NA,"Travel Behaviour and Society","Single blind"
"X.3274","1477-8939",NA,"Travel Medicine and Infectious Disease","Single blind"
"X.3275","2210-8440",NA,"Trends in Anaesthesia and Critical Care","Single blind"
"X.3277","2214-1588",NA,"Trends in Environmental Analytical Chemistry","Single blind"
"X.3278","9242-244",NA,"Trends in Food Science & Technology","Single blind"
"X.3279","2211-9493",NA,"Trends in Neuroscience and Education","Single blind"
"X.3280","0301-679X",NA,"Tribology International","Single blind"
"X.3281","1472-9792",NA,"Tuberculosis","Single blind"
"X.3282","8867-798",NA,"Tunnelling and Underground Space Technology","Single blind"
"X.3283","1304-7361",NA,"Turkish Journal of Emergency Medicine","Single blind"
"X.3284","3043-991",NA,"Ultramicroscopy","Single blind"
"X.3285","0041-624X",NA,"Ultrasonics","Single blind"
"X.3286","1350-4177",NA,"Ultrasonics Sonochemistry","Single blind"
"X.3287","2467-9674",NA,"Underground Space","Single blind"
"X.3288","2212-0955",NA,"Urban Climate","Single blind"
"X.3289","1618-8667",NA,"Urban Forestry & Urban Greening","Single blind"
"X.3291","2214-4420",NA,"Urology Case Reports","Single blind"
"X.3293","9571-787",NA,"Utilities Policy","Single blind"
"X.3294","0264-410X","0264-410X","Vaccine","Single blind"
"X.3295","1576-9887",NA,"Vacunas","Single blind"
"X.3296","0042-207X",NA,"Vacuum","Single blind"
"X.3297","1537-1891",NA,"Vascular Pharmacology","Single blind"
"X.3298","2214-2096",NA,"Vehicular Communications","Single blind"
"X.3299","1467-2987","1467-2995","Veterinary Anaesthesia and Analgesia","Single blind"
"X.3300","1652-427",NA,"Veterinary Immunology and Immunopathology","Single blind"
"X.3301","3781-135",NA,"Veterinary Microbiology","Single blind"
"X.3302","3044-017",NA,"Veterinary Parasitology","Single blind"
"X.3304","2451-943X",NA,"Veterinary and Animal Science","Single blind"
"X.3305","9242-031",NA,"Vibrational Spectroscopy","Single blind"
"X.3306","4268-22","1096-0341","Virology","Single blind"
"X.3307","1681-702",NA,"Virus Research","Single blind"
"X.3308","4269-89","4269-89","Vision Research","Single blind"
"X.3309","2468-502X",NA,"Visual Informatics","Single blind"
"X.3310","2405-4690",NA,"Visual Journal of Emergency Medicine","Single blind"
"X.3311","0956-053X",NA,"Waste Management","Single blind"
"X.3312","4313-54",NA,"Water Research","Single blind"
"X.3313","2212-4284",NA,"Water Resources and Economics","Single blind"
"X.3314","2212-3717",NA,"Water Resources and Industry","Single blind"
"X.3315","1110-4929","1110-4929","Water Science","Single blind"
"X.3316","1674-2370",NA,"Water Science and Engineering","Single blind"
"X.3317","2468-3124",NA,"Water Security","Single blind"
"X.3318","2588-9125",NA,"Water-Energy Nexus","Single blind"
"X.3319","2589-4714",NA,"Watershed Ecology and the Environment","Single blind"
"X.3320","1652-125",NA,"Wave Motion","Single blind"
"X.3321","4316-48",NA,"Wear","Single blind"
"X.3322","2212-0947",NA,"Weather and Climate Extremes","Single blind"
"X.3324","2212-9774",NA,"Wine Economics and Policy","Single blind"
"X.3325","1871-5192",NA,"Women and Birth","Single blind"
"X.3328","0305-750X",NA,"World Development","Single blind"
"X.3329","2452-2929",NA,"World Development Perspectives","Single blind"
"X.3330","2095-8811",NA,"World Journal of Otorhinolaryngology - Head and Neck Surgery","Single blind"
"X.3331","1878-8750",NA,"World Neurosurgery","Single blind"
"X.3332","1722-190",NA,"World Patent Information","Single blind"
"X.3333","2213-9095",NA,"Wound Medicine","Single blind"
"X.3336","4452-31",NA,"Zoologischer Anzeiger","Single blind"
"X.3337","9442-006",NA,"Zoology","Single blind"
"X.3339","2625-3410",NA,"Clinical Psychology in Europe","Single blind"
"X.3340","2534-9260",NA,"Rethinking Ecology","Double blind"
"X.3341","1896-1800","2569-653X","Social Psychological Bulletin","Double blind"
"X.3342","9246-304","2543-1684","Maandblad voor Accountancy en Bedrijfseconomie","Double blind"
"X.3343","1314-2836","1314-2828","Biodiversity Data Journal","Single blind"
"X.3344","1727-9232","1810-3057","Corporate Ownership and Control","Double blind"
"X.3345","1465-6906","1465-6906","Genome Biology","Transparent"
"X.3352","1435-1935","1860-0743","Zoosystematics and Evolution","Single blind"
"X.3353","1200-73",NA,"Deutsche Entomologische Zeitschrift","Single blind"
"X.3354","1070-9428","1314-2607","Journal of Hymenoptera Research","Single blind"
"X.3355","1993-0771","1993-078X","Comparative Cytogenetics","Single blind"
"X.3356","1768-1448","1314-2615","Subterranean Biology","Single blind"
"X.3357","3427-536","2367-5365","Nota Lepidopterologica","Single blind"
"X.3358","2367-8194",NA,"One Ecosystem","Single blind"
"X.3359","1681-5556","2305-2562","African Invertebrates","Single blind"
"X.3360","2531-4033",NA,"Italian Botanist","Single blind"
"X.3361","2050-2966",NA,"BioDiscovery","Single blind"
"X.3364","2535-0889",NA,"Alpine Entomology","Single blind"
"X.3365","1809-127X",NA,"Check List","Single blind"
"X.3366","2535-0730",NA,"Evolutionary Systematics","Single blind"
"X.3367","1082-6467","1937-2426","Journal of Orthoptera Research","Single blind"
"X.3368","2534-9708",NA,"Metabarcoding and Metagenomics","Single blind"
"X.3369","2535-0897",NA,"Biodiversity Information Science and Standards","Single blind"
"X.3370","2405-4739","2405-4739","Russian Journal of Economics","Single blind"
"X.3371","2815-3197",NA,"Food and Ecological Systems Modelling Journal","Single blind"
"X.3372","2588-0535",NA,"Research Results in Pharmacology","Single blind"
"X.3373","2452-3038","2452-3038","Nuclear Energy and Technology","Single blind"
"X.3374","2452-1779","2452-1779","Modern Electronic Materials","Single blind"
"X.3375","2541-8416","2658-7173","Arctic Environmental Research","Single blind"
"X.3379","1809-9939","1809-9939","Neotropical Biology and Conservation","Single blind"
"X.3381","2658-3798",NA,"Population and Economics","Single blind"
"X.3382","2625-3410",NA,"Clinical Psychology in Europe","Single blind"
"X.3383","2534-9260",NA,"Rethinking Ecology","Double blind"
"X.3384","1896-1800","2569-653X","Social Psychological Bulletin","Double blind"
"X.3385","9246-304","2543-1684","Maandblad voor Accountancy en Bedrijfseconomie","Double blind"
"X.3386","1314-2836","1314-2828","Biodiversity Data Journal","Single blind"
"X.3387","1313-2970","1313-2989","ZooKeys","Single blind"
"X.3388","1314-2003","1314-2011","PhytoKeys","Single blind"
"X.3389","1314-4049","1314-4057","MycoKeys","Single blind"
"X.3390","1314-3301","1314-6947","Nature Conservation","Single blind"
"X.3391","1314-2488","1619-0033","Neobiota","Single blind"
"X.3392","1435-1935","1860-0743","Zoosystematics and Evolution","Single blind"
"X.3393","1200-73",NA,"Deutsche Entomologische Zeitschrift","Single blind"
"X.3394","1070-9428","1314-2607","Journal of Hymenoptera Research","Single blind"
"X.3395","1993-0771","1993-078X","Comparative Cytogenetics","Single blind"
"X.3396","1768-1448","1314-2615","Subterranean Biology","Single blind"
"X.3397","3427-536","2367-5365","Nota Lepidopterologica","Single blind"
"X.3398","2367-8194",NA,"One Ecosystem","Single blind"
"X.3399","1681-5556","2305-2562","African Invertebrates","Single blind"
"X.3400","2531-4033",NA,"Italian Botanist","Single blind"
"X.3401","2050-2966",NA,"BioDiscovery","Single blind"
"X.3402","1313-2652","1313-2644","BioRisk","Single blind"
"X.3403","1984-4689",NA,"Zoologia","Single blind"
"X.3404","2535-0889",NA,"Alpine Entomology","Single blind"
"X.3405","1809-127X",NA,"Check List","Single blind"
"X.3406","2535-0730",NA,"Evolutionary Systematics","Single blind"
"X.3407","1082-6467","1937-2426","Journal of Orthoptera Research","Single blind"
"X.3408","2534-9708",NA,"Metabarcoding and Metagenomics","Single blind"
"X.3409","2535-0897",NA,"Biodiversity Information Science and Standards","Single blind"
"X.3410","2405-4739","2405-4739","Russian Journal of Economics","Single blind"
"X.3411","2603-4301",NA,"Food Modelling Journal","Single blind"
"X.3412","2588-0535",NA,"Research Results in Pharmacology","Single blind"
"X.3413","2452-3038","2452-3038","Nuclear Energy and Technology","Single blind"
"X.3414","2452-1779","2452-1779","Modern Electronic Materials","Single blind"
"X.3415","2541-8416","2658-7173","Arctic Environmental Research","Single blind"
"X.3416","2409-5834","2500-2910","History of Medicine","Single blind"
"X.3417","2247-0735","1223-2254","Travaux du Muséum National d’Histoire Naturelle “Grigore Antipa""","Single blind"
"X.3418","2682-955X","1013-4425","Herpetozoa","Single blind"
"X.3419","1809-9939","1809-9939","Neotropical Biology and Conservation","Single blind"
"X.3420","2603-557X","0428-0296","Pharmacia","Single blind"
