ISSN	eISSN	publisher_country	model	weekstopub	APC	APC_amount	waiver
NA	2627-4450	Germany	Editorial_review	30	No	NA	No
2722-3981	2722-3973	Indonesia	Double_anonymous_peer_review	25	Yes	200_USD	Yes
1642-5650	2720-1686	Poland	Double_anonymous_peer_review	12	No	NA	No
0133-5596	1588-0230	Hungary	Anonymous_peer_review	9	No	NA	No
2070-4003	2664-5548	Iraq	Double_anonymous_peer_review	22	Yes	85000_IQD;_60_USD	Yes
1868-9892	2199-921X	Germany	"Editorial_review,_Peer_review"	16	No	NA	No
1613-9216	1439-040X	Germany	Anonymous_peer_review	20	Yes	400_EUR	Yes
NA	1984-6428	Brazil	Peer_review	10	No	NA	No
NA	2460-6995	Indonesia	Double_anonymous_peer_review	24	Yes	1500000_IDR	No
NA	2588-4395	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	Yes	6000000_IRR	No
2980-9460	2821-1669	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	14	No	NA	No
2300-4681	2353-8953	Poland	Double_anonymous_peer_review	40	No	NA	No
2616-745X	2616-7794	Ukraine	Anonymous_peer_review	4	No	NA	No
2301-6167	2528-7206	Indonesia	Anonymous_peer_review	16	Yes	1250000_IDR	Yes
1899-0665	2544-3275	Poland	Double_anonymous_peer_review	24	No	NA	No
2247-4455	2285-9632	Romania	Double_anonymous_peer_review	6	No	NA	No
2654-9980	2656-0534	Indonesia	"Editorial_review,_Double_anonymous_peer_review"	10	Yes	35_USD;_500000_IDR	No
NA	2822-2865	Türkiye	Double_anonymous_peer_review	13	No	NA	No
0215-4994	2548-4583	Indonesia	Double_anonymous_peer_review	12	Yes	1500000_IDR	No
NA	1744-4292	United_Kingdom	"Anonymous_peer_review,_Double_anonymous_peer_review"	26	Yes	6890_USD;_5590_GBP;_6490_EUR	Yes
NA	2068-7729	Romania	Double_anonymous_peer_review	8	Yes	250_EUR	Yes
2786-4774	2786-4782	Ukraine	Double_anonymous_peer_review	7	No	NA	No
0327-9286	1851-3743	Argentina	Double_anonymous_peer_review	12	No	NA	No
2356-8291	2786-0132	Egypt	Double_anonymous_peer_review	8	Yes	200_USD;_50_USD	No
1867-0911	1867-0938	Germany	Double_anonymous_peer_review	12	No	NA	No
NA	2314-8179	Egypt	Anonymous_peer_review	8	Yes	160_USD	No
2356-2404	2541-1446	Indonesia	Double_anonymous_peer_review	8	Yes	350000_IDR;_25_USD	No
0854-4603	2502-3209	Indonesia	Double_anonymous_peer_review	16	Yes	5000000_IDR;_340_USD	No
2961-2047	2961-2144	Peru	Peer_review	8	No	NA	No
0188-4611	2448-7279	Mexico	Double_anonymous_peer_review	12	No	NA	No
1819-6446	2225-3653	Russian_Federation	Double_anonymous_peer_review	6	No	NA	No
2550-0910	2579-4817	Indonesia	Double_anonymous_peer_review	12	Yes	300000_IDR;_20_USD	Yes
NA	2316-2058	Brazil	Double_anonymous_peer_review	16	No	NA	No
NA	2178-9770	Brazil	Anonymous_peer_review	16	No	NA	No
1792-1341	2410-7433	Belgium	Double_anonymous_peer_review	12	No	NA	No
NA	2057-0082	Italy	Double_anonymous_peer_review	10	No	NA	No
NA	1543-8740	United_States	Anonymous_peer_review	9	No	NA	No
1411-2744	2620-3081	Indonesia	Double_anonymous_peer_review	12	Yes	2500000_IDR	No
2442-4099	2549-8711	Indonesia	Peer_review	16	No	NA	No
NA	2190-4677	Germany	"Editorial_review,_Anonymous_peer_review"	8	No	NA	No
2083-0157	2391-6761	Poland	Double_anonymous_peer_review	10	No	NA	No
NA	2621-6485	Indonesia	Double_anonymous_peer_review	12	Yes	200_USD	Yes
2008-9570	2717-090X	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	Yes	6000000_IRR	No
2089-6581	2614-3720	Indonesia	Double_anonymous_peer_review	8	Yes	500000_IDR	No
NA	2763-8960	Brazil	Double_anonymous_peer_review	4	No	NA	No
2614-3836	2615-7403	Indonesia	Anonymous_peer_review	8	Yes	1000000_IDR;_75_USD	No
2723-6730	2723-6749	Indonesia	Double_anonymous_peer_review	6	No	NA	No
NA	2745-9985	Indonesia	Double_anonymous_peer_review	20	Yes	450000_IDR	No
NA	2655-0830	Indonesia	"Editorial_review,_Peer_review"	7	Yes	700000_IDR	No
NA	2009-9029	Ireland	Anonymous_peer_review	50	No	NA	No
NA	1649-8526	Ireland	Double_anonymous_peer_review	16	No	NA	No
NA	2515-4826	United_Kingdom	Open_peer_review	6	Yes	1103_EUR	Yes
NA	2746-0401	Indonesia	Double_anonymous_peer_review	8	No	NA	Yes
0212-6567	1578-1275	Spain	Double_anonymous_peer_review	38	Yes	1180_EUR	No
NA	2830-4497	Indonesia	Double_anonymous_peer_review	8	No	NA	No
NA	2447-9543	Brazil	Double_anonymous_peer_review	25	No	NA	No
2708-8790	2709-4251	Iraq	Double_anonymous_peer_review	8	Yes	125000_IQD	Yes
1415-790X	1980-5497	Brazil	Peer_review	21	Yes	1200_BRL	No
0102-0188	1806-9347	Brazil	"Anonymous_peer_review,_Double_anonymous_peer_review,_Open_peer_review"	13	No	NA	No
NA	1809-7286	Brazil	Anonymous_peer_review	10	No	NA	No
2177-0026	2236-0859	Brazil	Double_anonymous_peer_review	20	No	NA	No
2083-6325	2449-7142	Poland	Double_anonymous_peer_review	25	No	NA	No
NA	2447-018X	Brazil	Double_anonymous_peer_review	8	No	NA	No
NA	2035-4797	Italy	Peer_review	26	No	NA	No
NA	2035-7680	Italy	Peer_review	12	No	NA	No
NA	2250-723X	Argentina	Double_anonymous_peer_review	7	No	NA	No
NA	2035-7362	Italy	Peer_review	20	No	NA	No
0048-7619	1852-9992	Spain	Double_anonymous_peer_review	12	No	NA	No
NA	2949-396X	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
NA	2219-1631	Argentina	Double_anonymous_peer_review	9	No	NA	No
NA	2957-9538	United_Kingdom	Double_anonymous_peer_review	9	Yes	1500_GBP	Yes
NA	2791-223X	United_Kingdom	Double_anonymous_peer_review	12	Yes	1500_GBP;_2000_USD;_1785_EUR	Yes
NA	2521-327X	Austria	Peer_review	16	Yes	450_EUR	Yes
2738-294X	2738-2796	Armenia	Double_anonymous_peer_review	7	No	NA	No
NA	2822-3144	Türkiye	Double_anonymous_peer_review	15	No	NA	No
NA	2245-4217	Denmark	Double_anonymous_peer_review	15	No	NA	No
0100-6991	1809-4546	Brazil	Double_anonymous_peer_review	12	Yes	2000_BRL	No
NA	1832-5203	Denmark	Double_anonymous_peer_review	36	No	NA	No
0100-1248	NA	Brazil	Editorial_review	10	No	NA	No
2301-9115	2716-506X	Indonesia	Double_anonymous_peer_review	24	No	NA	No
2300-4967	2300-4975	Poland	Anonymous_peer_review	28	Yes	600_EUR	Yes
1506-7637	NA	Poland	Double_anonymous_peer_review	10	Yes	700_PLN	No
NA	2813-2467	Switzerland	Anonymous_peer_review	15	Yes	2125_USD	Yes
1652-4772	2001-9866	Norway	Double_anonymous_peer_review	32	No	NA	No
NA	2297-4687	Switzerland	Anonymous_peer_review	14	Yes	1285_USD	Yes
0325-0075	1668-3501	Argentina	Double_anonymous_peer_review	20	Yes	50000_ARS;_500_USD	Yes
NA	2399-9802	China	Anonymous_peer_review	8	Yes	1250_USD	Yes
2078-1024	NA	Russian_Federation	Double_anonymous_peer_review	8	Yes	6250_RUB	Yes
1756-8692	1756-8706	United_Kingdom	Double_anonymous_peer_review	15	Yes	2695_GBP	Yes
1230-3135	2720-0302	Poland	Double_anonymous_peer_review	24	No	NA	No
NA	2474-0527	United_States	Anonymous_peer_review	7	Yes	1921_USD	Yes
0251-2483	2520-9914	Paraguay	Double_anonymous_peer_review	16	No	NA	No
NA	2633-5409	United_Kingdom	Anonymous_peer_review	10	Yes	2000_GBP	Yes
NA	2634-3606	United_Kingdom	Anonymous_peer_review	15	Yes	2000_GBP	Yes
NA	2516-0230	United_Kingdom	Anonymous_peer_review	9	Yes	2000_GBP	Yes
1803-7429	2336-4513	Czechia	Double_anonymous_peer_review	24	No	NA	No
2355-5114	2597-8543	Indonesia	Peer_review	16	Yes	750000_IDR;_100_USD	No
NA	2621-606X	Indonesia	Double_anonymous_peer_review	24	Yes	500000_IDR	No
NA	2004-3082	Sweden	Open_peer_review	20	Yes	1000_EUR	Yes
NA	1670-6242	Iceland	Double_anonymous_peer_review	20	No	NA	No
0973-6131	2231-2714	India	Double_anonymous_peer_review	24	No	NA	No
0304-4602	2972-4066	Singapore	"Peer_review,_Anonymous_peer_review,_Double_anonymous_peer_review"	8	Yes	500_SGD	Yes
0353-359X	1847-2206	Croatia	Double_anonymous_peer_review	12	No	NA	No
2355-9462	2528-1143	Indonesia	Double_anonymous_peer_review	16	Yes	1500000_IDR	No
0239-202X	2719-4558	Poland	Double_anonymous_peer_review	20	No	NA	No
2667-9906	2960-9542	Georgia	Double_anonymous_peer_review	10	No	NA	No
2079-052X	2079-0538	United_Arab_Emirates	Anonymous_peer_review	10	Yes	600_EUR	Yes
0137-0944	2949-6144	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
0874-5102	2183-816X	Portugal	Double_anonymous_peer_review	12	No	NA	No
1843-8148	2069-6094	Romania	Anonymous_peer_review	7	Yes	230_EUR	Yes
1454-3389	2069-6051	Romania	Anonymous_peer_review	7	Yes	230_EUR	No
1454-0398	2069-6175	Romania	Anonymous_peer_review	7	Yes	230_EUR	Yes
1843-0805	2069-6078	Romania	Anonymous_peer_review	7	Yes	230_EUR	Yes
1842-8258	2069-6108	Romania	Anonymous_peer_review	7	Yes	230_EUR	Yes
1220-5478	2069-606X	Romania	Anonymous_peer_review	7	Yes	230_EUR	Yes
2089-1075	2963-2404	Indonesia	Double_anonymous_peer_review	12	No	NA	No
NA	2832-3637	United_States	Anonymous_peer_review	10	Yes	3500_USD	Yes
NA	2771-9316	United_States	Anonymous_peer_review	10	Yes	3500_USD	Yes
NA	1849-4706	Croatia	Double_anonymous_peer_review	5	No	NA	No
NA	2694-2445	United_States	Anonymous_peer_review	7	Yes	3500_USD	Yes
1750-9548	2048-3961	United_Kingdom	Double_anonymous_peer_review	15	Yes	800_GBP	Yes
NA	2704-8012	Italy	"Anonymous_peer_review,_Double_anonymous_peer_review"	3	No	NA	No
NA	2784-9597	Italy	Double_anonymous_peer_review	12	No	NA	No
1984-3755	2175-1838	Brazil	Double_anonymous_peer_review	12	No	NA	No
NA	2632-1009	United_Kingdom	Anonymous_peer_review	18	Yes	1948_GBP	Yes
NA	2755-9734	United_Kingdom	Anonymous_peer_review	16	Yes	3245_GBP	Yes
NA	2754-0413	United_Kingdom	Open_peer_review	16	Yes	3245_GBP	Yes
NA	2059-7908	United_Kingdom	Anonymous_peer_review	18	Yes	3245_GBP	Yes
NA	2632-6140	United_Kingdom	Anonymous_peer_review	13	Yes	1948_GBP	Yes
NA	2054-4774	United_Kingdom	Peer_review	2	Yes	2163_GBP	Yes
NA	2052-4439	United_Kingdom	Anonymous_peer_review	12	Yes	2163_GBP	Yes
NA	2052-4897	United_Kingdom	Anonymous_peer_review	18	Yes	2972_USD	Yes
NA	2399-9772	United_Kingdom	Open_peer_review	13	Yes	2163_GBP	Yes
NA	2516-5542	United_Kingdom	Anonymous_peer_review	12	Yes	1948_GBP	Yes
NA	2399-6641	United_Kingdom	Anonymous_peer_review	20	Yes	2163_GBP	Yes
NA	2044-6055	United_Kingdom	Open_peer_review	24	Yes	2163_GBP	Yes
NA	2397-3269	United_Kingdom	Anonymous_peer_review	20	Yes	2163_GBP	Yes
NA	2053-3624	United_Kingdom	Anonymous_peer_review	20	Yes	2163_GBP	Yes
NA	2055-7647	United_Kingdom	Peer_review	20	Yes	2163_GBP	Yes
2059-8688	2059-8696	United_Kingdom	Anonymous_peer_review	15	Yes	2163_GBP	Yes
NA	2051-1426	United_Kingdom	Anonymous_peer_review	18	Yes	2972_USD	Yes
NA	2397-5776	United_Kingdom	Anonymous_peer_review	12	Yes	2652_USD	Yes
NA	2056-5933	United_Kingdom	Anonymous_peer_review	14	Yes	2163_GBP	Yes
2222-0712	2311-1186	Ukraine	Double_anonymous_peer_review	5	Yes	1500_UAH	No
2184-1578	2184-3791	Portugal	Double_anonymous_peer_review	8	No	NA	No
NA	1974-9805	Italy	Double_anonymous_peer_review	12	No	NA	Yes
NA	2053-8790	United_Kingdom	Anonymous_peer_review	15	Yes	2163_GBP	Yes
NA	2631-4940	United_Kingdom	Anonymous_peer_review	17	Yes	2972_USD	Yes
2636-2139	2636-2147	Dominican_Republic	Double_anonymous_peer_review	22	No	NA	No
NA	2077-2890	Cuba	Double_anonymous_peer_review	6	No	NA	No
0326-7725	NA	Argentina	Double_anonymous_peer_review	12	No	NA	No
2312-6590	2709-6149	Ukraine	Double_anonymous_peer_review	7	Yes	20_EUR	No
1515-3576	2618-4141	Argentina	Double_anonymous_peer_review	24	No	NA	No
NA	2701-939X	Germany	Anonymous_peer_review	15	No	NA	No
NA	2633-0679	United_Kingdom	"Anonymous_peer_review,_Open_peer_review"	10	Yes	2000_GBP	Yes
NA	2046-2069	United_Kingdom	Anonymous_peer_review	8	Yes	1250_GBP	Yes
2345-2188	2345-4784	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	45	Yes	1000000_IRR	No
NA	2147-2092	Türkiye	Peer_review	16	No	NA	No
NA	2052-3211	United_Kingdom	Double_anonymous_peer_review	14	Yes	2320_EUR;_2420_USD;_1935_GBP	Yes
2076-7382	2522-4786	Ukraine	Anonymous_peer_review	20	No	NA	No
NA	2718-3734	Croatia	"Editorial_review,_Anonymous_peer_review"	30	No	NA	No
NA	2459-9484	Croatia	Anonymous_peer_review	20	No	NA	No
NA	1821-2808	Serbia	Double_anonymous_peer_review	12	No	NA	No
0137-5075	2300-262X	Poland	Anonymous_peer_review	20	No	NA	No
1818-4103	2519-738X	Peru	Double_anonymous_peer_review	8	No	NA	No
NA	2813-3870	Switzerland	Anonymous_peer_review	13	Yes	2125_USD	Yes
1584-143X	2344-4193	Romania	Peer_review	16	No	NA	No
1583-2236	2344-4525	Romania	Double_anonymous_peer_review	12	No	NA	No
1681-6900	2412-0758	Iraq	Double_anonymous_peer_review	30	Yes	110000_IQD	Yes
NA	2038-3460	Italy	Double_anonymous_peer_review	20	No	NA	No
2303-3223	2621-640X	Indonesia	Double_anonymous_peer_review	8	Yes	500000_IDR	No
NA	2694-2437	United_States	Anonymous_peer_review	10	Yes	3500_USD	Yes
NA	2694-2518	United_States	Anonymous_peer_review	12	Yes	3500_USD	Yes
NA	2694-2488	United_States	Anonymous_peer_review	11	Yes	3500_USD	Yes
NA	2694-247X	United_States	Anonymous_peer_review	10	Yes	3500_USD	Yes
NA	2694-2496	United_States	Anonymous_peer_review	10	Yes	3500_USD	Yes
NA	1943-5681	United_States	Anonymous_peer_review	14	Yes	1250_USD	No
NA	2375-2548	United_States	Anonymous_peer_review	29	Yes	4950_USD	Yes
NA	2694-250X	United_States	Anonymous_peer_review	11	Yes	3500_USD	Yes
NA	2694-2453	United_States	Anonymous_peer_review	11	Yes	3500_USD	Yes
NA	2694-2461	United_States	Anonymous_peer_review	11	Yes	3500_USD	Yes
NA	2691-3704	United_States	Anonymous_peer_review	10	Yes	3500_USD	Yes
2338-039X	2477-538X	Indonesia	Anonymous_peer_review	24	Yes	400000_IDR	No
1816-336X	2415-0452	Ethiopia	Double_anonymous_peer_review	12	No	NA	No
2783-4832	2783-4670	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	No	NA	No
NA	2740-4218	France	"Peer_review,_Anonymous_peer_review"	8	No	NA	Yes
0273-446X	2643-9662	United_States	Double_anonymous_peer_review	28	No	NA	No
2797-0531	2807-7423	Indonesia	Anonymous_peer_review	12	No	NA	No
2251-9475	2251-9483	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	5	No	NA	No
1829-7773	2684-7035	Indonesia	Double_anonymous_peer_review	8	Yes	500000_IDR	No
2070-5484	2790-0762	Germany	Peer_review	15	No	NA	No
2072-4756	2664-4703	Iraq	Double_anonymous_peer_review	24	Yes	100000_IQD	Yes
1819-5229	2523-2029	Iraq	Double_anonymous_peer_review	12	Yes	125000_IQD;_200_USD	No
2790-5233	2790-5241	Iraq	Peer_review	12	Yes	100000_IQD;_100_USD	No
NA	2564-1891	Canada	Anonymous_peer_review	16	Yes	1985_USD	Yes
NA	2562-7600	Canada	Anonymous_peer_review	16	Yes	1500_USD	Yes
2682-5317	2682-5325	Nigeria	Anonymous_peer_review	4	No	NA	Yes
NA	2788-6913	Peru	Double_anonymous_peer_review	8	No	NA	No
NA	1435-4934	Germany	Editorial_review	4	No	NA	No
0264-1275	1873-4197	United_Kingdom	Anonymous_peer_review	14	Yes	3150_USD	Yes
2356-8518	2356-8569	Egypt	Anonymous_peer_review	12	Yes	100_USD	No
2620-1607	2620-1747	Serbia	Double_anonymous_peer_review	15	Yes	2500_GBP	No
2812-4901	2812-491X	Egypt	Anonymous_peer_review	12	Yes	2000_EGP	No
2029-4913	2029-4921	Lithuania	Double_anonymous_peer_review	15	Yes	1210_EUR	No
2812-5614	2812-5622	Egypt	Anonymous_peer_review	12	Yes	2000_EGP	No
2669-2481	2669-249X	Lithuania	Double_anonymous_peer_review	8	Yes	484_EUR	No
1392-3730	1822-3605	Lithuania	Double_anonymous_peer_review	15	Yes	1000_EUR	No
2345-0479	2345-0487	Lithuania	Double_anonymous_peer_review	15	Yes	303_EUR	No
NA	1809-4341	Brazil	Double_anonymous_peer_review	51	No	NA	No
NA	2280-9481	Italy	Double_anonymous_peer_review	22	No	NA	No
NA	2785-7433	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	2039-2362	Italy	Double_anonymous_peer_review	19	No	NA	No
0147-3085	2695-7183	Spain	Double_anonymous_peer_review	30	No	NA	No
NA	2283-558X	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	2645-5145	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	32	Yes	6000000_IRR	No
2302-1330	2745-4312	Indonesia	Peer_review	8	Yes	500000_IDR	No
NA	2611-0563	Italy	Double_anonymous_peer_review	16	No	NA	No
1972-9901	2465-0110	Italy	Double_anonymous_peer_review	26	No	NA	No
2035-5270	2036-461X	Italy	Double_anonymous_peer_review	10	No	NA	No
NA	2785-7263	Italy	Double_anonymous_peer_review	20	No	NA	No
NA	2724-3346	Italy	Double_anonymous_peer_review	12	No	NA	No
0486-6096	2955-9030	Serbia	Double_anonymous_peer_review	15	No	NA	No
NA	2786-1910	Hungary	Double_anonymous_peer_review	25	No	NA	No
2383-160X	2383-1618	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
2029-6991	2029-7009	Lithuania	Double_anonymous_peer_review	15	No	NA	No
1648-6897	1822-4199	Lithuania	Double_anonymous_peer_review	15	Yes	242_EUR	No
1648-0627	1822-4202	Lithuania	Double_anonymous_peer_review	8	Yes	605_EUR	No
1392-6292	1648-3510	Lithuania	Anonymous_peer_review	15	No	NA	No
2958-8650	2958-0986	South_Africa	Double_anonymous_peer_review	22	No	NA	No
2029-7955	2029-7947	Lithuania	Double_anonymous_peer_review	15	No	NA	No
1648-7788	1822-4180	Lithuania	Anonymous_peer_review	15	No	NA	No
NA	2837-6056	United_States	Anonymous_peer_review	10	Yes	1600_USD	Yes
2086-3489	2549-354X	Indonesia	Peer_review	8	Yes	200000_IDR	Yes
NA	2362-2075	Argentina	Double_anonymous_peer_review	26	No	NA	No
0185-3481	2954-4602	Mexico	Double_anonymous_peer_review	10	No	NA	No
NA	2041-1723	United_Kingdom	Peer_review	28	Yes	5090_GBP;_6790_USD;_5690_EUR	Yes
NA	2791-7142	Türkiye	Double_anonymous_peer_review	12	No	NA	No
1818-653X	2708-8383	Iraq	Double_anonymous_peer_review	6	No	NA	No
2029-2341	2029-2252	Lithuania	Double_anonymous_peer_review	12	No	NA	No
1648-4142	1648-3480	Lithuania	Double_anonymous_peer_review	15	Yes	400_EUR	No
NA	2637-1049	Malaysia	Double_anonymous_peer_review	6	Yes	1750_USD	Yes
1648-715X	1648-9179	Lithuania	Double_anonymous_peer_review	15	Yes	605_EUR	No
1611-1699	2029-4433	Lithuania	Double_anonymous_peer_review	15	Yes	1210_EUR	No
1330-349X	1846-8314	Croatia	Double_anonymous_peer_review	20	No	NA	No
1406-099X	2334-4385	United_Kingdom	Double_anonymous_peer_review	30	Yes	1250_USD;_1200_EUR;_1000_GBP	Yes
NA	2311-259X	Ukraine	Double_anonymous_peer_review	10	No	NA	No
NA	2956-3402	Poland	Double_anonymous_peer_review	8	Yes	95_USD	No
NA	2724-3079	Italy	Double_anonymous_peer_review	10	No	NA	No
0021-2571	2384-8553	Italy	Anonymous_peer_review	8	No	NA	No
0217-5460	2224-9028	Brunei_Darussalam	Single-blind_review_process	14	No	NA	No
NA	2960-4117	Austria	Double_anonymous_peer_review	23	No	NA	No
1979-861X	2549-1555	Indonesia	Double_anonymous_peer_review	8	Yes	50_USD;_850000_IDR	Yes
2251-8401	2252-0414	"Iran,_Islamic_Republic_of"	Anonymous_peer_review	16	Yes	25000000_IRR	No
2714-7681	2686-0988	Indonesia	Double_anonymous_peer_review	12	No	NA	Yes
NA	1836-8808	Australia	Double_anonymous_peer_review	21	No	NA	No
0870-8967	2183-9174	Portugal	Double_anonymous_peer_review	24	No	NA	No
2336-3274	2570-7558	Czechia	Double_anonymous_peer_review	24	No	NA	No
2788-4155	2788-6441	Afghanistan	Anonymous_peer_review	12	No	NA	No
2322-2069	2322-2794	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	Yes	3500000_IRR	No
2378-5128	2378-5136	United_States	Anonymous_peer_review	12	Yes	980_EUR;_980_USD	Yes
2634-4475	2634-4483	United_Kingdom	Anonymous_peer_review	30	No	NA	No
NA	2475-6164	Türkiye	Double_anonymous_peer_review	8	No	NA	No
1413-8670	1678-4391	Spain	Double_anonymous_peer_review	14	Yes	1500_USD	Yes
NA	2215-6615	Costa_Rica	Anonymous_peer_review	27	No	NA	No
2083-3725	2451-182X	Poland	Double_anonymous_peer_review	10	No	NA	No
NA	2007-5235	Mexico	Double_anonymous_peer_review	16	No	NA	No
NA	2986-8041	Indonesia	Double_anonymous_peer_review	8	No	NA	No
NA	2635-0041	United_Kingdom	Peer_review	8	Yes	2620_USD	Yes
2963-1009	2961-9025	Indonesia	Double_anonymous_peer_review	12	No	NA	No
2789-3669	2789-3677	Pakistan	Double_anonymous_peer_review	18	No	NA	No
NA	3025-1060	Indonesia	Double_anonymous_peer_review	4	No	NA	No
1335-1257	2585-8793	Slovakia	Double_anonymous_peer_review	15	No	NA	No
2621-0452	2621-0460	Indonesia	Anonymous_peer_review	6	No	NA	No
1338-4880	1338-6956	Slovakia	Double_anonymous_peer_review	10	No	NA	No
0906-4710	1651-1913	United_Kingdom	Double_anonymous_peer_review	10	Yes	1756_GBP;_2110_EUR;_2195_USD	Yes
0106-1348	2323-5586	Sweden	Double_anonymous_peer_review	8	No	NA	No
NA	1866-6124	Norway	Double_anonymous_peer_review	26	No	NA	No
2085-241X	2599-3003	Indonesia	Double_anonymous_peer_review	10	Yes	1000000_IDR	No
NA	2661-5401	Latvia	Anonymous_peer_review	4	Yes	120_EUR	No
1009-2242	NA	China	Double_anonymous_peer_review	30	Yes	4200_CNY	No
1007-9572	NA	China	Double_anonymous_peer_review	34	Yes	12000_CNY	No
1003-9872	NA	China	Anonymous_peer_review	40	Yes	4900_CNY	No
2220-1319	2408-9370	United_Kingdom	Anonymous_peer_review	16	Yes	1850_GBP;_2075_EUR;_2250_USD	Yes
1998-9563	2224-7955	United_Kingdom	Anonymous_peer_review	17	Yes	2250_USD;_2075_EUR;_1850_GBP	Yes
NA	2784-8663	Italy	Double_anonymous_peer_review	9	No	NA	No
NA	2616-6518	United_Kingdom	Anonymous_peer_review	24	Yes	1975_EUR;_1750_GBP;_2150_USD	Yes
1405-1451	2954-5056	Mexico	Double_anonymous_peer_review	24	No	NA	No
NA	2724-3273	Italy	Double_anonymous_peer_review	12	No	NA	No
2709-6092	2709-6106	United_Kingdom	Anonymous_peer_review	7	Yes	1850_GBP;_2075_EUR;_2250_USD	Yes
2087-9415	2549-9459	Indonesia	Double_anonymous_peer_review	12	No	NA	No
NA	2617-4782	United_Kingdom	Anonymous_peer_review	23	Yes	2075_EUR;_1850_GBP;_2250_USD	Yes
2686-2689	2714-7932	Indonesia	Double_anonymous_peer_review	12	Yes	700000_IDR	No
2783-2449	2783-2287	"Iran,_Islamic_Republic_of"	Anonymous_peer_review	16	No	NA	No
NA	1213-3809	Czechia	Double_anonymous_peer_review	16	No	NA	No
1673-6141	NA	China	Anonymous_peer_review	50	Yes	3000_CNY	No
