ISSN	assigned	peer_review_model
2186-7275	NA	NA
0094-4467	NA	NA
0038-366X	NA	NA
1840-118X	NA	NA
1028-9011	NA	NA
2220-1181	NA	NA
1041-794X	NA	NA
1075-1262	NA	NA
2076-4243	NA	NA
1356-2576	NA	NA
1561-8889	NA	NA
1133-4525	NA	NA
1877-5845	NA	Single_blind
2364-2289	NA	NA
2366-3286	NA	NA
0275-1879	NA	NA
2151-4798	NA	NA
2050-571X	NA	NA
0930-4282	NA	NA
2058-6124	NA	NA
2212-134X	NA	NA
2326-4500	NA	NA
0007-3938	NA	NA
2042-678X	NA	NA
1751-1321	NA	NA
1746-0263	NA	NA
1938-6974	NA	NA
1824-7490	NA	NA
2164-0629	NA	NA
1369-7072	NA	NA
2340-8812	NA	NA
0342-0477	NA	NA
2476-101X	NA	NA
0258-9710	NA	NA
2056-7790	NA	NA
0247-106X	NA	NA
1387-0874	NA	NA
2454-7395	NA	NA
1867-1764	NA	NA
2193-1402	NA	NA
1935-7516	NA	NA
0144-3593	NA	NA
1867-0520	NA	NA
1546-007X	NA	NA
1591-6693	NA	NA
2279-9818	NA	NA
0927-3972	NA	NA
0970-0161	NA	NA
1944-012X	NA	NA
1086-1718	NA	NA
1013-1108	NA	NA
1310-0270	NA	NA
2333-2050	NA	NA
1608-9057	NA	NA
1567-2069	NA	NA
2288-6605	NA	NA
0039-2618	NA	NA
2408-2120	NA	NA
0213-2060	NA	NA
0215-0492	NA	NA
1214-8407	NA	NA
1338-7758	NA	NA
1641-5558	NA	NA
0039-338X	NA	NA
0252-1938	NA	NA
1221-8138	NA	NA
0085-6827	NA	NA
0039-3541	NA	NA
1750-3175	NA	NA
2372-9988	NA	NA
1750-3280	NA	NA
2040-350X	NA	NA
1086-7376	NA	NA
1473-8481	NA	NA
1741-1548	NA	NA
2398-4686	NA	NA
0257-6430	NA	NA
2321-0230	NA	NA
1750-3159	NA	NA
2348-4489	NA	NA
1750-3132	NA	NA
0926-6453	NA	NA
0266-0830	NA	NA
0560-2793	NA	NA
1972-473X	NA	NA
1742-5964	NA	NA
1867-8319	NA	NA
1755-6341	NA	NA
0939-5911	NA	NA
2224-1264	NA	NA
2078-5488	NA	NA
1625-8312	NA	NA
0268-2141	NA	NA
0858-849X	NA	NA
1068-3755	NA	NA
1055-5269	NA	NA
1744-1625	NA	NA
2378-9689	NA	NA
2363-5037	NA	NA
1300-1590	NA	NA
0082-0512	NA	NA
0865-4824	NA	NA
1069-0697	NA	NA
1917-9685	NA	NA
1812-6243	NA	NA
1814-9448	NA	NA
0049-2930	NA	NA
0737-5034	NA	NA
0257-4152	NA	NA
1366-4530	NA	NA
1557-3087	NA	Single_blind
1541-1796	NA	NA
1047-6210	NA	NA
0040-0599	NA	NA
0268-3679	NA	NA
0144-7394	NA	NA
0141-982X	NA	NA
1368-4868	NA	NA
1352-7592	NA	NA
0394-6932	NA	NA
1909-3667	NA	NA
1057-2252	NA	NA
0731-7131	NA	NA
2666-5107	NA	NA
1536-0644	NA	NA
0885-9698	NA	NA
1089-2516	NA	NA
1055-4181	NA	NA
1949-8241	NA	NA
2211-1662	NA	NA
8756-3894	NA	NA
0079-3450	NA	NA
2343-5763	NA	Double/triple_blind
2217-8309	NA	Double/triple_blind
1139-5583	NA	NA
0040-3598	NA	NA
2062-9923	NA	NA
2073-6606	NA	NA
0082-2884	NA	NA
1358-3883	NA	NA
0826-435X	NA	NA
1056-7941	NA	NA
1697-1523	NA	NA
1686-0209	NA	NA
1685-9057	NA	NA
0040-571X	NA	NA
1355-8358	NA	NA
1995-4301	NA	NA
2308-6203	NA	NA
1463-922X	NA	NA
2050-8840	NA	NA
1477-8785	NA	NA
1937-0229	NA	NA
0094-9000	NA	NA
0964-1866	NA	NA
2041-5990	NA	NA
0040-5914	NA	NA
0040-5930	NA	NA
0040-6015	NA	NA
0725-5136	NA	NA
1477-1756	NA	NA
1091-711X	NA	NA
1096-4762	NA	NA
2211-0046	NA	NA
2213-445X	NA	NA
2240-5437	NA	NA
0090-8657	NA	NA
2168-8370	NA	NA
1359-5474	NA	NA
0730-479X	NA	NA
2307-6119	NA	NA
1561-7793	NA	NA
1082-0744	NA	NA
0826-9831	NA	NA
1039-3285	NA	NA
1332-7461	NA	NA
1083-5423	NA	NA
1467-3584	NA	NA
1098-304X	NA	NA
2156-8316	NA	NA
0250-8281	NA	NA
1544-2721	NA	NA
0041-0020	NA	NA
2352-0078	NA	NA
2005-9752	NA	NA
1972-6325	NA	NA
1354-814X	NA	NA
2413-3973	NA	NA
1248-9433	NA	NA
2346-8092	NA	NA
1226-4873	NA	NA
1226-4881	NA	NA
1006-4982	NA	NA
1888-5063	NA	NA
1229-7607	NA	NA
1848-3305	NA	NA
2154-1264	NA	NA
2045-4813	NA	NA
0265-3788	NA	NA
0258-7696	NA	NA
1051-0559	NA	NA
1750-6166	NA	NA
2191-8805	NA	NA
2289-0882	NA	NA
2332-2136	NA	NA
2239-9747	NA	NA
2352-1805	NA	NA
2211-3711	NA	NA
1918-6444	NA	NA
2578-5273	NA	NA
2199-9287	NA	NA
2196-7202	NA	NA
2051-364X	NA	NA
1460-4086	NA	NA
2251-7464	NA	NA
1836-2206	NA	NA
2210-8440	NA	Single_blind
0975-0304	NA	NA
2452-0837	NA	NA
2044-3730	NA	NA
1751-5831	NA	NA
1881-2198	NA	NA
0041-3216	NA	NA
0917-415X	NA	NA
0134-4889	NA	NA
1363-1780	NA	NA
2151-8904	NA	NA
2328-9252	NA	NA
0387-4982	NA	NA
0494-1373	NA	NA
2661-8028	NA	NA
2576-7658	NA	NA
1307-7635	NA	NA
1308-4070	NA	NA
1301-109X	NA	NA
2602-2974	NA	NA
2149-9322	NA	NA
1304-530X	NA	NA
1300-0101	NA	NA
2651-4451	NA	NA
2564-6850	NA	NA
1300-0039	NA	NA
1302-6488	NA	NA
1303-5754	NA	NA
1016-9164	NA	NA
1300-7467	NA	NA
1521-5385	NA	NA
2146-1147	NA	NA
0257-7747	NA	NA
1870-719X	NA	NA
2074-1863	NA	NA
2071-0186	NA	NA
2306-7039	NA	NA
0130-5247	NA	NA
1742-271X	NA	NA
1124-3694	NA	NA
1907-3062	NA	NA
1390-3837	NA	NA
0313-0096	NA	NA
1911-8899	NA	NA
0833-2207	NA	NA
0042-0328	NA	NA
1454-2331	NA	NA
2286-3540	NA	NA
2301-3850	NA	NA
0042-062X	NA	NA
1015-3802	NA	NA
2239-5725	NA	NA
2175-3369	NA	NA
0391-5603	NA	NA
2352-0779	NA	NA
2147-2270	NA	NA
0735-8318	NA	NA
0148-4818	NA	NA
0947-076X	NA	NA
2212-1099	NA	NA
1133-598X	NA	NA
0210-377X	NA	NA
1996-7845	NA	NA
0320-8079	NA	NA
2541-9668	NA	NA
2074-1243	NA	NA
2219-3111	NA	NA
1026-356X	NA	NA
2542-2278	NA	NA
1812-9323	NA	NA
1811-9905	NA	NA
1063-4541	NA	NA
1998-8591	NA	NA
1998-6645	NA	NA
1998-863X	NA	NA
1998-8621	NA	NA
2225-3513	NA	NA
1998-8605	NA	NA
1994-9197	NA	NA
2011-5415	NA	NA
2405-9390	NA	NA
2519-0792	NA	NA
0866-7144	NA	NA
0866-7187	NA	NA
2305-221X	NA	NA
2059-5891	NA	NA
2326-7836	NA	NA
1307-9441	NA	NA
2322-9411	NA	NA
2477-9547	NA	NA
0972-2629	NA	NA
1064-5578	NA	NA
2310-0389	NA	NA
2410-7360	NA	NA
0894-9468	NA	NA
1058-7187	NA	NA
1555-1393	NA	NA
2045-5879	NA	NA
2326-8263	NA	NA
2040-8056	NA	NA
0042-8736	NA	NA
1999-5431	NA	NA
2227-4200	NA	NA
0373-658X	NA	NA
0340-8728	NA	NA
2213-459X	NA	NA
1745-0128	NA	NA
0148-7132	NA	NA
0216-6461	NA	NA
2377-0872	NA	NA
2366-3340	NA	NA
2316-6886	NA	NA
0111-5499	NA	NA
2405-6456	NA	NA
2153-5531	NA	NA
1057-0314	NA	NA
0043-5341	NA	NA
0309-524X	NA	NA
2052-8418	NA	NA
1651-436X	NA	NA
1090-7505	NA	NA
0749-1409	NA	NA
0969-9082	NA	NA
0043-7956	NA	NA
1750-1245	NA	NA
1011-4548	NA	NA
2452-2929	NA	Single_blind
2150-1351	NA	NA
1003-5257	NA	NA
1949-8462	NA	NA
2218-4333	NA	NA
1708-5284	NA	NA
2042-5961	NA	NA
1948-5190	NA	NA
1948-5182	NA	NA
1450-1147	NA	NA
1920-4531	NA	NA
2218-5836	NA	NA
2228-7914	NA	NA
1949-8470	NA	NA
2042-5953	NA	NA
1607-8055	NA	NA
1948-4682	NA	NA
2079-8334	NA	NA
0172-2190	NA	NA
1363-5247	NA	NA
1755-4217	NA	NA
1837-6304	NA	NA
1756-5839	NA	NA
1387-6732	NA	NA
1883-3578	NA	NA
1813-1905	NA	NA
1999-6195	NA	NA
1868-632X	NA	NA
0084-4276	NA	NA
2146-796X	NA	NA
1671-9484	NA	NA
0044-1600	NA	NA
1331-5609	NA	NA
0352-6844	NA	NA
1848-1299	NA	NA
0342-393X	NA	NA
1865-9217	NA	NA
0930-9225	NA	NA
1869-3660	NA	NA
1615-2921	NA	NA
2731-7404	NA	NA
1867-9501	NA	NA
1865-2646	NA	NA
0944-2502	NA	NA
2221-2264	NA	NA
1657-2416	NA	NA
0171-5410	NA	NA
2166-4072	NA	NA
0044-5851	NA	NA
0353-5150	NA	NA
0065-101X	NA	NA
0800-3831	NA	NA
0065-1141	NA	NA
1520-7412	NA	NA
0717-6848	NA	NA
0001-6241	NA	NA
1588-2667	NA	NA
1121-2179	NA	NA
0001-6829	NA	NA
1301-2746	NA	NA
1755-0637	NA	NA
2326-3768	NA	NA
0001-9593	NA	NA
1062-4783	NA	NA
0001-9933	NA	NA
0145-2258	NA	NA
1465-4253	NA	NA
0002-1490	NA	NA
0364-0094	NA	NA
1378-5087	NA	NA
1517-106X	NA	NA
1565-1525	NA	NA
0950-3110	NA	NA
0716-4254	NA	NA
1394-6870	NA	NA
0044-7471	NA	NA
1073-9300	NA	NA
0149-9408	NA	NA
1051-3558	NA	NA
0065-860X	NA	NA
0164-0178	NA	NA
0002-9114	NA	NA
0002-9475	NA	NA
0277-7126	NA	NA
0896-7148	NA	NA
0002-9823	NA	NA
0002-9831	NA	NA
0734-4392	NA	NA
1466-4658	NA	NA
0003-0481	NA	NA
0003-0678	NA	NA
0272-1635	NA	NA
0717-6058	NA	NA
0003-2638	NA	NA
2153-9596	NA	NA
0066-1546	NA	NA
0956-5361	NA	NA
0969-725X	NA	NA
0340-5222	NA	NA
1746-8477	NA	NA
0003-4436	NA	NA
0068-2454	NA	NA
0895-769X	NA	NA
0066-4774	NA	NA
0003-5815	NA	NA
1888-8046	NA	NA
1133-0104	NA	NA
0066-5215	NA	NA
0003-6420	NA	NA
0003-6536	NA	NA
0905-7196	NA	NA
0570-5398	NA	NA
0957-4239	NA	NA
1132-6891	NA	NA
1380-2038	NA	NA
0570-6084	NA	NA
2352-2267	NA	Single_blind
1555-8622	NA	NA
0003-8113	NA	NA
0044-8613	NA	NA
1935-7001	NA	NA
0003-8504	NA	NA
0066-622X	NA	NA
0003-861X	NA	NA
0003-8628	NA	NA
1326-4826	NA	NA
2325-7962	NA	NA
0003-9853	NA	NA
0066-6637	NA	NA
0003-9101	NA	NA
0003-9292	NA	NA
0066-6459	NA	NA
0003-9381	NA	NA
0391-7770	NA	NA
0044-8699	NA	NA
2631-6862	NA	NA
0004-0975	NA	NA
0004-1327	NA	NA
0095-5809	NA	NA
1741-6124	NA	NA
0717-6996	NA	NA
1359-1355	NA	NA
1808-5741	NA	NA
0571-1371	NA	NA
0004-3079	NA	NA
0141-6790	NA	NA
1078-6279	NA	NA
0004-3648	NA	NA
0004-3249	NA	NA
2162-2574	NA	NA
0004-4083	NA	NA
0044-9202	NA	NA
0066-8435	NA	NA
0955-2367	NA	NA
0742-5457	NA	NA
0094-5323	NA	NA
0212-5730	NA	NA
0810-4123	NA	NA
0004-8402	NA	NA
1031-461X	NA	NA
0005-0601	NA	NA
0067-270X	NA	NA
0005-3600	NA	NA
0005-8076	NA	NA
0041-4255	NA	NA
1079-3453	NA	NA
0006-0887	NA	NA
0927-2569	NA	NA
0006-1999	NA	NA
0006-2014	NA	NA
0162-4962	NA	NA
0974-9276	NA	NA
0210-4822	NA	NA
0006-7237	NA	NA
0068-113X	NA	NA
2055-7973	NA	NA
0960-8788	NA	NA
0007-0904	NA	NA
1474-8932	NA	NA
0265-2897	NA	NA
1936-0886	NA	NA
0007-4640	NA	NA
0007-473X	NA	NA
1475-3820	NA	NA
0003-1186	NA	NA
0007-5108	NA	NA
0010-9894	NA	NA
0076-0730	NA	NA
0041-977X	NA	NA
0007-6287	NA	NA
2167-8472	NA	NA
0307-0131	NA	NA
0007-7704	NA	NA
0007-9731	NA	NA
1252-6576	NA	NA
0184-7678	NA	NA
0162-2897	NA	NA
1353-0089	NA	NA
0959-7743	NA	NA
1750-2705	NA	NA
2052-2614	NA	NA
0954-5867	NA	NA
0008-199X	NA	NA
0270-5346	NA	NA
0847-5911	NA	NA
0008-4131	NA	NA
0045-5091	NA	NA
0007-7720	NA	NA
0315-0836	NA	NA
0008-7912	NA	NA
0008-8080	NA	NA
0007-8069	NA	NA
0008-9192	NA	NA
1479-0963	NA	NA
0145-8973	NA	NA
0009-2002	NA	NA
0009-3696	NA	NA
0045-6713	NA	NA
0009-4633	NA	NA
1380-3603	NA	NA
0009-6407	NA	NA
0009-7004	NA	NA
1267-4397	NA	NA
0009-8078	NA	NA
0278-6656	NA	NA
0009-8353	NA	NA
0009-8388	NA	NA
1759-5134	NA	NA
0009-8418	NA	NA
0884-2043	NA	NA
0010-0994	NA	NA
0093-3139	NA	NA
0010-1338	NA	NA
1060-9164	NA	NA
0010-1451	NA	NA
0069-6412	NA	NA
0010-3713	NA	NA
1744-1854	NA	NA
0010-4124	NA	NA
0010-4132	NA	NA
1131-6993	NA	NA
1729-6897	NA	NA
1063-1801	NA	NA
0888-6091	NA	NA
1350-5033	NA	NA
1782-348X	NA	NA
1127-3070	NA	NA
1361-9462	NA	NA
1463-9947	NA	NA
0010-7484	NA	NA
0749-4467	NA	NA
1572-3429	NA	NA
1048-6801	NA	NA
1754-1476	NA	NA
1387-2842	NA	NA
0010-8235	NA	NA
0590-8876	NA	NA
0390-0142	NA	NA
0011-1562	NA	NA
0011-1570	NA	NA
0011-1503	NA	NA
0011-1589	NA	NA
0011-1600	NA	NA
0011-1619	NA	NA
1333-1108	NA	NA
0011-250X	NA	NA
1584-1057	NA	NA
1478-0038	NA	NA
1766-2923	NA	NA
0011-3069	NA	NA
0147-2526	NA	NA
0011-6009	NA	NA
0264-2875	NA	NA
0149-7677	NA	NA
1540-3009	NA	NA
0300-693X	NA	NA
0929-0761	NA	NA
0376-8163	NA	NA
2398-9777	NA	NA
0947-031X	NA	NA
1754-7075	NA	NA
0747-9360	NA	NA
1460-6925	NA	NA
0340-9341	NA	NA
0012-0936	NA	NA
0012-1045	NA	NA
0300-7162	NA	NA
0012-2033	NA	NA
0012-2173	NA	NA
0012-2440	NA	NA
0742-5473	NA	NA
1462-6268	NA	NA
1123-9247	NA	NA
1478-7318	NA	NA
0361-2112	NA	NA
0012-8163	NA	NA
0362-5028	NA	NA
1529-9104	NA	NA
0963-9462	NA	NA
2056-3035	NA	NA
1933-0065	NA	NA
0306-1078	NA	NA
0261-1279	NA	NA
1746-0654	NA	NA
0012-8708	NA	NA
1350-1674	NA	NA
0956-618X	NA	NA
0013-0796	NA	NA
0840-6286	NA	NA
0098-2601	NA	NA
1478-5706	NA	NA
0013-2586	NA	NA
0193-5380	NA	NA
0013-2683	NA	NA
0046-1628	NA	NA
0013-8304	NA	NA
1059-6879	NA	NA
0013-8215	NA	NA
0013-8282	NA	NA
0013-8312	NA	NA
0013-838X	NA	NA
0013-8398	NA	NA
0013-9513	NA	NA
1742-3600	NA	NA
0165-0106	NA	NA
0014-0759	NA	NA
0014-0767	NA	NA
0014-0856	NA	NA
0097-8663	NA	NA
1386-2820	NA	NA
0348-9698	NA	NA
0014-1836	NA	NA
1741-1912	NA	NA
0014-195X	NA	NA
0014-200X	NA	NA
0014-2239	NA	NA
0870-0133	NA	NA
1689-8311	NA	NA
1461-9571	NA	NA
1025-9996	NA	NA
0966-8373	NA	NA
2191-9399	NA	NA
1084-8770	NA	NA
1350-7486	NA	NA
0014-2751	NA	NA
0166-2740	NA	NA
1041-2573	NA	NA
0014-4940	NA	NA
0014-5246	NA	NA
1540-0085	NA	NA
0014-5483	NA	NA
0014-6242	NA	NA
1756-9370	NA	NA
1362-704X	NA	NA
0966-7350	NA	NA
0015-0630	NA	NA
0015-1386	NA	NA
0430-8778	NA	NA
0015-587X	NA	NA
1406-0957	NA	NA
0531-9684	NA	NA
0015-7813	NA	NA
0015-8518	NA	NA
0014-5858	NA	NA
0930-5874	NA	NA
0015-9409	NA	NA
0016-1071	NA	NA
0016-111X	NA	NA
2643-8941	NA	NA
0016-1128	NA	NA
1549-9715	NA	NA
0016-8890	NA	NA
0016-8777	NA	NA
0016-8831	NA	NA
0340-613X	NA	NA
0016-920X	NA	NA
1944-8740	NA	NA
0017-0089	NA	NA
0017-0496	NA	NA
0017-1298	NA	NA
0017-2715	NA	NA
0017-3835	NA	NA
1526-3819	NA	NA
1018-5011	NA	NA
0342-5231	NA	NA
0017-8160	NA	NA
0073-1587	NA	NA
0160-0923	NA	NA
0018-0777	NA	NA
0018-098X	NA	NA
0018-1196	NA	NA
1468-2737	NA	NA
0018-2176	NA	NA
0018-2257	NA	NA
1270-0835	NA	NA
0018-2370	NA	NA
0717-7194	NA	NA
1519-3861	NA	NA
0018-2311	NA	NA
0440-9213	NA	NA
0143-9685	NA	NA
0315-7997	NA	NA
0950-3471	NA	NA
1756-7505	NA	NA
0018-2613	NA	NA
0345-469X	NA	NA
0018-2648	NA	NA
0734-1512	NA	NA
0935-560X	NA	NA
1971-1093	NA	NA
0191-6599	NA	NA
0308-7298	NA	NA
0143-781X	NA	NA
0018-2710	NA	NA
8756-6583	NA	NA
1740-6315	NA	NA
0360-9669	NA	NA
0018-7003	NA	NA
0018-7895	NA	NA
0167-9848	NA	NA
0019-0993	NA	NA
0046-8541	NA	NA
0306-4220	NA	NA
0376-9836	NA	NA
0019-7246	NA	NA
1363-9811	NA	NA
0309-0728	NA	NA
0020-4536	NA	NA
2520-4920	NA	NA
2041-9112	NA	NA
0340-4528	NA	NA
0707-5332	NA	NA
0020-7047	NA	NA
0361-7882	NA	NA
1479-5914	NA	NA
1364-436X	NA	NA
1752-6299	NA	NA
1022-4556	NA	NA
1092-7697	NA	NA
1753-8548	NA	NA
1975-3586	NA	NA
2045-5895	NA	NA
1057-2414	NA	NA
0967-2559	NA	NA
1872-5171	NA	NA
1463-1652	NA	NA
1073-0508	NA	NA
1872-5082	NA	NA
0019-0365	NA	NA
1755-6198	NA	NA
0351-5796	NA	NA
0269-8595	NA	NA
0020-9643	NA	NA
1609-8498	NA	NA
0578-6967	NA	NA
0021-1214	NA	NA
0967-0882	NA	NA
0021-1400	NA	NA
0021-1427	NA	NA
0959-6410	NA	NA
0803-0685	NA	NA
0928-9380	NA	NA
0021-1818	NA	NA
1076-0962	NA	NA
0021-2059	NA	NA
0075-1634	NA	NA
0075-2207	NA	NA
0021-4183	NA	NA
2578-4900	NA	NA
0334-701X	NA	NA
1549-0815	NA	NA
0021-762X	NA	NA
1754-0194	NA	NA
0925-4560	NA	NA
0047-2212	NA	NA
1583-0039	NA	NA
1476-8690	NA	NA
0142-064X	NA	NA
0309-0892	NA	NA
0021-8510	NA	NA
0021-8529	NA	NA
1612-1651	NA	NA
0278-5927	NA	NA
0021-8758	NA	NA
1569-2116	NA	NA
1740-3553	NA	NA
0085-2376	NA	NA
2352-409X	NA	NA
1355-6207	NA	NA
1046-4883	NA	NA
1360-2365	NA	NA
1063-2921	NA	NA
0021-910X	NA	NA
0021-9207	NA	NA
0309-5207	NA	NA
0035-0869	NA	NA
0021-9231	NA	NA
1743-4521	NA	NA
0021-9495	NA	NA
1750-8061	NA	NA
2329-0048	NA	NA
0301-8121	NA	NA
0021-969X	NA	NA
0021-9894	NA	NA
1353-7903	NA	NA
0952-4649	NA	NA
0253-7222	NA	NA
1067-6341	NA	NA
0022-0469	NA	NA
0022-0558	NA	NA
0307-5133	NA	NA
0363-6941	NA	NA
0047-2441	NA	NA
8755-4178	NA	NA
0093-4690	NA	NA
0742-4671	NA	NA
0737-7037	NA	NA
0075-4250	NA	NA
1552-6100	NA	NA
0075-4269	NA	NA
2054-1988	NA	NA
0308-6534	NA	NA
0022-1791	NA	NA
0092-2323	NA	NA
1071-7641	NA	NA
0955-2340	NA	NA
1556-4894	NA	NA
0022-2097	NA	NA
1053-699X	NA	NA
0075-4277	NA	NA
2093-7288	NA	NA
0731-1613	NA	NA
1862-6033	NA	NA
2051-2856	NA	NA
0144-0365	NA	NA
0341-7638	NA	NA
1557-2285	NA	NA
0967-7720	NA	NA
1082-9636	NA	NA
0304-4181	NA	NA
1754-6559	NA	NA
0952-7648	NA	NA
1016-3476	NA	NA
0899-3718	NA	NA
1749-6772	NA	NA
0738-1727	NA	NA
0022-281X	NA	NA
0141-1896	NA	NA
0277-9269	NA	NA
0022-2909	NA	NA
0022-2968	NA	NA
0968-8005	NA	NA
0022-3344	NA	NA
0022-3611	NA	NA
1053-8364	NA	NA
0022-362X	NA	NA
0195-6051	NA	NA
1524-2226	NA	NA
1744-9855	NA	NA
1521-9216	NA	NA
1465-3591	NA	NA
0022-4189	NA	NA
0022-4200	NA	NA
0384-9694	NA	NA
0022-4227	NA	NA
1047-7594	NA	NA
0075-4358	NA	NA
1759-7137	NA	NA
0022-4480	NA	NA
1059-3152	NA	NA
0022-4642	NA	NA
0891-625X	NA	NA
0002-7189	NA	NA
0197-1360	NA	NA
0003-0139	NA	NA
0003-0279	NA	NA
2053-4477	NA	NA
0068-1288	NA	NA
0007-1773	NA	NA
0275-1275	NA	NA
0954-6650	NA	NA
0022-5037	NA	NA
0022-5053	NA	NA
1812-1004	NA	NA
0022-5185	NA	NA
1872-261X	NA	NA
1356-1863	NA	NA
0269-0403	NA	NA
1752-1963	NA	NA
0037-9808	NA	NA
1540-7942	NA	NA
0894-8410	NA	NA
0075-4390	NA	NA
0022-5169	NA	NA
1045-6007	NA	NA
0022-5738	NA	NA
1176-5119	NA	NA
1934-2039	NA	NA
1369-4154	NA	NA
0022-8877	NA	NA
0952-4142	NA	NA
0023-3609	NA	NA
1531-023X	NA	NA
2094-6937	NA	NA
1406-2860	NA	NA
1899-3044	NA	NA
0961-5652	NA	NA
0023-8031	NA	NA
0023-8368	NA	NA
0884-3236	NA	NA
0163-0350	NA	NA
0023-8856	NA	NA
1535-685X	NA	NA
0748-4321	NA	NA
0024-094X	NA	NA
0961-1215	NA	NA
0024-1334	NA	NA
0075-8914	NA	NA
1525-6995	NA	NA
2033-4753	NA	NA
0024-2020	NA	NA
0024-2160	NA	NA
1448-4528	NA	NA
0049-8653	NA	NA
0024-385X	NA	NA
0075-966X	NA	NA
0147-2593	NA	NA
1523-9012	NA	NA
0278-9671	NA	NA
0269-1205	NA	NA
1741-4113	NA	NA
0306-1973	NA	NA
1043-6928	NA	NA
0024-5836	NA	NA
1091-6687	NA	NA
0868-7692	NA	NA
0024-7413	NA	NA
1556-8547	NA	NA
0025-3359	NA	NA
0025-5025	NA	NA
0392-6338	NA	NA
1743-2200	NA	NA
0025-6293	NA	NA
1468-215X	NA	NA
0076-6097	NA	NA
0971-9458	NA	NA
1108-9628	NA	NA
1828-230X	NA	NA
0025-8385	NA	NA
0163-755X	NA	NA
0026-0096	NA	NA
0026-0452	NA	NA
0026-1068	NA	NA
0943-3058	NA	NA
0077-8958	NA	NA
0026-1521	NA	NA
0258-5316	NA	NA
0742-9797	NA	NA
0026-7724	NA	NA
0026-3451	NA	NA
2193-2336	NA	NA
1064-5586	NA	NA
1300-3984	NA	NA
0026-4326	NA	NA
0076-8820	NA	NA
0026-4423	NA	NA
0026-5667	NA	NA
0026-637X	NA	NA
0026-7910	NA	NA
0026-7074	NA	NA
2000-3560	NA	NA
0963-9489	NA	NA
0026-7694	NA	NA
1479-2443	NA	NA
1071-6068	NA	NA
2041-1022	NA	NA
0276-1114	NA	NA
0026-7929	NA	NA
0026-8232	NA	NA
0266-7177	NA	NA
0026-9662	NA	NA
0026-9891	NA	NA
0027-0741	NA	NA
1532-3978	NA	NA
0027-2841	NA	NA
0732-2992	NA	NA
0771-6494	NA	NA
1350-0775	NA	NA
0964-7775	NA	NA
1676-3939	NA	NA
0027-4631	NA	NA
0262-5245	NA	NA
0027-4224	NA	NA
0195-6167	NA	NA
0027-4909	NA	NA
0027-514X	NA	NA
1387-6805	NA	NA
1063-3685	NA	NA
1094-2076	NA	NA
0324-4652	NA	NA
0028-2677	NA	NA
0254-8356	NA	NA
0169-6726	NA	NA
0028-3517	NA	NA
0028-4866	NA	NA
0094-033X	NA	NA
0028-6087	NA	NA
0028-6206	NA	NA
1740-0309	NA	NA
0028-6885	NA	NA
0266-464X	NA	NA
0146-437X	NA	NA
0028-7806	NA	NA
0028-8322	NA	NA
0890-5495	NA	NA
0146-7891	NA	NA
0891-9356	NA	NA
0148-2076	NA	NA
1479-4098	NA	NA
0809-7291	NA	NA
0904-6380	NA	NA
0197-6931	NA	NA
0029-3652	NA	NA
0027-4380	NA	NA
0029-3970	NA	NA
0029-4586	NA	NA
0029-4624	NA	NA
1092-6690	NA	NA
0029-5132	NA	NA
0869-6365	NA	NA
0036-6978	NA	NA
0029-5973	NA	NA
0029-6236	NA	NA
0029-8115	NA	NA
0162-2870	NA	NA
1301-7667	NA	NA
0030-3526	NA	NA
0736-0053	NA	NA
2000-0898	NA	NA
0105-7510	NA	NA
0030-4727	NA	NA
1355-7718	NA	NA
0078-6527	NA	NA
0255-0636	NA	NA
0030-7416	NA	NA
0142-6540	NA	NA
0078-7191	NA	NA
0262-5253	NA	NA
0030-8684	NA	NA
0279-0750	NA	NA
0090-5674	NA	NA
1520-281X	NA	NA
0031-0328	NA	NA
0031-0506	NA	NA
0068-2462	NA	NA
0264-8334	NA	NA
0313-6221	NA	NA
0264-2824	NA	NA
0031-4587	NA	NA
1352-8165	NA	NA
1138-6363	NA	NA
1777-7852	NA	NA
1568-7759	NA	NA
0031-7977	NA	NA
0031-7985	NA	NA
0048-3893	NA	NA
1539-8250	NA	NA
2244-1875	NA	NA
1386-9795	NA	NA
0031-806X	NA	NA
0190-0536	NA	NA
1533-6077	NA	NA
0556-8641	NA	NA
1520-8583	NA	NA
0031-8094	NA	NA
0031-8116	NA	NA
0031-8183	NA	NA
0031-8191	NA	NA
0190-0013	NA	NA
0031-8205	NA	NA
0031-8213	NA	NA
0031-8221	NA	NA
0191-4537	NA	NA
0031-8256	NA	NA
0031-8299	NA	NA
1751-4517	NA	NA
0031-8868	NA	NA
0961-1371	NA	NA
1930-7365	NA	NA
0030-8129	NA	NA
0303-4178	NA	NA
0333-5372	NA	NA
0032-2202	NA	NA
0142-257X	NA	NA
1528-0268	NA	NA
0032-423X	NA	NA
0261-1430	NA	NA
0300-7766	NA	NA
0267-5315	NA	NA
0048-4911	NA	NA
1067-9847	NA	NA
0079-4236	NA	NA
1053-1920	NA	NA
0265-8305	NA	NA
0035-8991	NA	NA
1465-5187	NA	NA
0959-3683	NA	NA
0272-3433	NA	NA
0301-6307	NA	NA
0033-4987	NA	NA
0033-6041	NA	NA
0163-6545	NA	NA
1330-0474	NA	NA
0034-0006	NA	NA
1370-7493	NA	NA
0048-721X	NA	NA
1052-1151	NA	NA
1079-9265	NA	NA
0034-4087	NA	NA
0034-4125	NA	NA
0034-429X	NA	NA
